epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,581.455,0.87897,0.24144,0.10617,0.65936,0.96677,0.98094,0.98649,0.9919,0.71256,1,0.99902,0.995,0.995,0.95132,0.073,0.04065,0.60967,0.85967,0.000241,0.000241,0.000241
117,586.197,0.82866,0.24849,0.09759,0.58658,0.96233,0.97991,0.98649,0.99002,0.66835,0.99359,1,0.995,0.995,1.12625,0.06593,0.04362,0.60555,0.88308,0.0002344,0.0002344,0.0002344
118,590.992,0.91149,0.13749,0.08905,0.60652,0.96823,0.94682,0.97297,0.98152,0.57332,0.97367,0.99938,0.9927,0.9927,1.47638,0.08189,0.03873,0.71181,0.93868,0.0002278,0.0002278,0.0002278
119,595.802,0.9243,0.16491,0.08711,0.61893,0.97925,0.98665,0.99897,0.99487,0.76041,0.98665,0.99897,0.99487,0.99487,0.89662,0.07689,0.03381,0.56641,0.87369,0.0002212,0.0002212,0.0002212
120,600.572,0.78147,0.16162,0.08535,0.58693,0.95896,0.95497,0.98649,0.99304,0.73539,0.96805,1,0.99433,0.99433,0.92607,0.07711,0.03368,0.61788,0.87709,0.0002146,0.0002146,0.0002146
121,605.358,0.79086,0.19949,0.07888,0.58926,0.92533,0.9598,0.96804,0.99261,0.68821,0.97304,0.97545,0.99447,0.99447,1.11538,0.06967,0.03405,0.66172,0.89648,0.000208,0.000208,0.000208
122,610.165,0.84596,0.16179,0.08617,0.60287,0.95989,0.99805,1,0.995,0.83533,0.99805,1,0.995,0.995,0.68309,0.06722,0.03008,0.47238,0.83982,0.0002014,0.0002014,0.0002014
123,614.889,0.79292,0.16885,0.09165,0.56501,0.93745,0.99725,1,0.995,0.78774,0.99725,1,0.995,0.995,0.82761,0.08214,0.03192,0.49951,0.86306,0.0001948,0.0001948,0.0001948
124,619.72,0.79333,0.21499,0.09575,0.5856,0.94353,0.99847,1,0.995,0.7907,0.99847,1,0.995,0.995,0.82953,0.08202,0.0317,0.47695,0.85028,0.0001882,0.0001882,0.0001882
125,624.465,0.78283,0.17818,0.09314,0.5599,0.9711,0.99896,1,0.995,0.82379,0.99896,1,0.995,0.995,0.72816,0.06451,0.03061,0.45725,0.84305,0.0001816,0.0001816,0.0001816
126,629.286,0.828,0.15612,0.10252,0.59267,0.95732,0.99903,1,0.995,0.80037,0.99903,1,0.995,0.995,0.79885,0.07258,0.03216,0.47352,0.84981,0.000175,0.000175,0.000175
127,634.109,0.77998,0.18821,0.0841,0.56651,0.94174,0.99701,1,0.995,0.78146,0.99701,1,0.995,0.995,0.88127,0.07604,0.03663,0.51359,0.85525,0.0001684,0.0001684,0.0001684
128,638.897,0.82682,0.17821,0.07761,0.58298,0.95487,0.99731,1,0.995,0.84871,0.99731,1,0.995,0.995,0.65459,0.07807,0.03607,0.49329,0.83892,0.0001618,0.0001618,0.0001618
129,643.672,0.74511,0.15958,0.08572,0.56141,0.93755,0.99437,1,0.995,0.81683,0.99437,1,0.995,0.995,0.78447,0.07402,0.03576,0.53162,0.85417,0.0001552,0.0001552,0.0001552
130,648.482,0.79848,0.16587,0.08642,0.55977,0.96437,0.99509,1,0.995,0.75536,0.99509,1,0.995,0.995,0.9503,0.0592,0.03659,0.56928,0.86292,0.0001486,0.0001486,0.0001486
131,653.215,0.74877,0.14595,0.06772,0.55448,0.95055,0.99722,1,0.995,0.82439,0.99722,1,0.995,0.995,0.75993,0.07173,0.03081,0.50636,0.84072,0.000142,0.000142,0.000142
132,658.021,0.7922,0.17228,0.11388,0.5945,0.96066,0.99599,1,0.995,0.77769,0.99599,1,0.995,0.995,0.8631,0.08214,0.0285,0.55162,0.85269,0.0001354,0.0001354,0.0001354
133,662.884,0.73673,0.12216,0.07915,0.52815,0.9225,0.99431,1,0.995,0.72118,0.99431,1,0.995,0.995,1.01233,0.07379,0.02962,0.59089,0.87078,0.0001288,0.0001288,0.0001288
134,667.62,0.80584,0.17122,0.09628,0.57877,0.9677,0.9969,1,0.995,0.81352,0.9969,1,0.995,0.995,0.77295,0.07601,0.02904,0.48831,0.84747,0.0001222,0.0001222,0.0001222
135,672.377,0.75142,0.18033,0.07977,0.5553,0.93451,0.99827,1,0.995,0.88581,0.99827,1,0.995,0.995,0.55737,0.05767,0.02899,0.42782,0.8316,0.0001156,0.0001156,0.0001156
136,677.245,0.8021,0.1851,0.07765,0.57329,0.96798,0.99756,1,0.995,0.86372,0.99756,1,0.995,0.995,0.62679,0.05981,0.03028,0.44723,0.84262,0.000109,0.000109,0.000109
137,681.982,0.76399,0.12282,0.07787,0.51866,0.94086,0.9968,1,0.995,0.79898,0.9968,1,0.995,0.995,0.85169,0.06652,0.02814,0.49709,0.85101,0.0001024,0.0001024,0.0001024
138,686.786,0.76831,0.13343,0.07359,0.57283,0.93514,0.99499,1,0.995,0.78708,0.99499,1,0.995,0.995,0.86615,0.05098,0.02717,0.50037,0.85154,9.58e-05,9.58e-05,9.58e-05
139,691.535,0.72093,0.14034,0.0605,0.52556,0.91685,0.99607,1,0.995,0.81708,0.99607,1,0.995,0.995,0.76335,0.05133,0.02656,0.48605,0.84037,8.92e-05,8.92e-05,8.92e-05
140,696.369,0.71449,0.13075,0.09119,0.53256,0.93228,0.99672,1,0.995,0.81729,0.99672,1,0.995,0.995,0.75261,0.05846,0.02655,0.47943,0.83378,8.26e-05,8.26e-05,8.26e-05
141,705.575,0.64353,0.11719,0.05721,0.45054,0.9315,0.99451,1,0.995,0.75187,0.99451,1,0.995,0.995,0.95516,0.06089,0.03094,0.54048,0.86236,7.6e-05,7.6e-05,7.6e-05
142,711.204,0.63524,0.06588,0.03756,0.44613,0.89063,0.99453,1,0.995,0.72196,0.99453,1,0.995,0.995,1.04476,0.07984,0.03197,0.57055,0.88157,6.94e-05,6.94e-05,6.94e-05
143,716.169,0.62532,0.06472,0.03569,0.42988,0.88593,0.99524,1,0.995,0.7773,0.99524,1,0.995,0.99308,0.8551,0.05682,0.02692,0.51757,0.84306,6.28e-05,6.28e-05,6.28e-05
144,721.144,0.67287,0.08871,0.04663,0.47964,0.93275,0.99319,1,0.995,0.78372,0.99319,1,0.995,0.99307,0.85824,0.06258,0.02643,0.52905,0.84173,5.62e-05,5.62e-05,5.62e-05
145,726.091,0.63996,0.09312,0.05474,0.47847,0.90479,0.99196,1,0.995,0.75726,0.99196,1,0.995,0.995,0.94735,0.05691,0.02949,0.55041,0.86262,4.96e-05,4.96e-05,4.96e-05
146,730.926,0.68885,0.06568,0.05571,0.46599,0.93825,0.99324,1,0.995,0.76118,0.99324,1,0.995,0.995,0.92973,0.05384,0.02748,0.54671,0.85744,4.3e-05,4.3e-05,4.3e-05
147,735.743,0.60143,0.07618,0.04194,0.43668,0.864,0.99106,1,0.995,0.76309,0.99106,1,0.995,0.995,0.91523,0.05376,0.02711,0.53201,0.85164,3.64e-05,3.64e-05,3.64e-05
148,740.535,0.70391,0.09412,0.0415,0.52348,0.93574,0.98333,1,0.995,0.75515,0.98333,1,0.995,0.995,0.94302,0.04868,0.02773,0.53711,0.85668,2.98e-05,2.98e-05,2.98e-05
149,745.283,0.6485,0.04908,0.04024,0.43226,0.9163,0.98919,1,0.995,0.7572,0.98919,1,0.995,0.995,0.92056,0.04778,0.02784,0.5288,0.85745,2.32e-05,2.32e-05,2.32e-05
150,750.035,0.65093,0.06948,0.04545,0.45495,0.91206,0.9932,1,0.995,0.76636,0.9932,1,0.995,0.995,0.87971,0.0478,0.02769,0.51619,0.85383,1.66e-05,1.66e-05,1.66e-05
